Header:,Date,Time,Program:MainProgram\WidgetNumber,Program:MainProgram\WidgetScrap_BadCap,Program:MainProgram\WidgetScrap_Underfill,Program:MainProgram\WidgetScrap_BadBottle
Data,6/10/2022,11:49:57;372,5763,0,0,0
Data,6/10/2022,11:49:57;972,5764,0,1,0
Data,6/10/2022,11:49:58;572,5765,0,0,0
Data,6/10/2022,11:49:59;172,5766,0,0,0
Data,6/10/2022,11:49:59;772,5767,0,0,0
Data,6/10/2022,11:50:00;372,5768,0,1,0
Data,6/10/2022,11:50:00;972,5769,0,0,0
Data,6/10/2022,11:50:01;572,5770,0,0,0
Data,6/10/2022,11:50:02;172,5771,0,0,0
Data,6/10/2022,11:50:02;772,5772,0,0,0
Data,6/10/2022,11:50:03;372,5773,0,0,0
Data,6/10/2022,11:50:03;972,5774,0,0,0
Data,6/10/2022,11:50:04;572,5775,0,0,0
Data,6/10/2022,11:50:05;172,5776,0,0,0
Data,6/10/2022,11:50:05;772,5777,0,0,0
Data,6/10/2022,11:50:06;372,5778,0,0,0
Data,6/10/2022,11:50:06;972,5779,0,1,0
Data,6/10/2022,11:50:07;572,5780,0,0,0
Data,6/10/2022,11:50:08;172,5781,0,0,0
Data,6/10/2022,11:50:08;772,5782,0,0,0
Data,6/10/2022,11:50:09;372,5783,0,0,0
Data,6/10/2022,11:50:09;972,5784,0,0,0
Data,6/10/2022,11:50:10;572,5785,0,0,0
Data,6/10/2022,11:50:11;172,5786,0,0,0
Data,6/10/2022,11:50:11;772,5787,0,0,0
Data,6/10/2022,11:50:12;372,5788,0,0,0
Data,6/10/2022,11:50:12;972,5789,0,0,0
Data,6/10/2022,11:50:13;572,5790,0,0,0
Data,6/10/2022,11:50:14;172,5791,0,0,0
Data,6/10/2022,11:50:14;772,5792,0,0,0
Data,6/10/2022,11:50:15;372,5793,0,0,0
Data,6/10/2022,11:50:15;972,5794,0,0,0
Data,6/10/2022,11:50:16;572,5795,0,0,0
Data,6/10/2022,11:50:17;172,5796,0,0,0
Data,6/10/2022,11:50:17;772,5797,0,0,0
Data,6/10/2022,11:50:18;372,5798,0,0,0
Data,6/10/2022,11:50:18;972,5799,0,0,0
Data,6/10/2022,11:50:19;572,5800,0,0,0
Data,6/10/2022,11:50:20;172,5801,0,0,0
Data,6/10/2022,11:50:20;772,5802,0,0,0
Data,6/10/2022,11:50:21;372,5803,0,0,0
Data,6/10/2022,11:50:21;972,5804,0,0,0
Data,6/10/2022,11:50:22;572,5805,0,0,0
Data,6/10/2022,11:50:23;172,5806,0,0,0
Data,6/10/2022,11:50:23;772,5807,0,0,0
Data,6/10/2022,11:50:24;372,5808,0,0,0
Data,6/10/2022,11:50:24;972,5809,0,0,0
Data,6/10/2022,11:50:25;572,5810,0,0,0
Data,6/10/2022,11:50:26;172,5811,0,0,0
Data,6/10/2022,11:50:26;772,5812,0,0,0
Data,6/10/2022,11:50:27;372,5813,0,0,0
Data,6/10/2022,11:50:27;972,5814,0,0,0
Data,6/10/2022,11:50:28;572,5815,0,0,0
Data,6/10/2022,11:50:29;172,5816,0,0,0
Data,6/10/2022,11:50:29;772,5817,0,0,0
Data,6/10/2022,11:50:30;372,5818,0,0,0
Data,6/10/2022,11:50:30;972,5819,0,0,0
Data,6/10/2022,11:50:31;572,5820,0,1,0
Data,6/10/2022,11:50:32;172,5821,0,0,0
Data,6/10/2022,11:50:32;772,5822,0,0,0
Data,6/10/2022,11:50:33;372,5823,0,1,0
Data,6/10/2022,11:50:33;972,5824,0,0,0
Data,6/10/2022,11:50:34;572,5825,0,0,0
Data,6/10/2022,11:50:35;172,5826,0,0,0
Data,6/10/2022,11:50:35;772,5827,0,0,0
Data,6/10/2022,11:50:36;372,5828,0,0,0
Data,6/10/2022,11:50:36;972,5829,0,0,0
Data,6/10/2022,11:50:37;572,5830,0,1,0
Data,6/10/2022,11:50:38;172,5831,0,0,0
Data,6/10/2022,11:50:38;772,5832,0,0,0
Data,6/10/2022,11:50:39;372,5833,0,0,0
Data,6/10/2022,11:50:39;972,5834,0,0,0
Data,6/10/2022,11:50:40;572,5835,0,0,0
Data,6/10/2022,11:50:41;172,5836,0,0,0
Data,6/10/2022,11:50:41;772,5837,0,0,0
Data,6/10/2022,11:50:42;372,5838,0,0,0
Data,6/10/2022,11:50:42;972,5839,0,0,0
Data,6/10/2022,11:50:43;572,5840,0,0,0
Data,6/10/2022,11:50:44;172,5841,0,0,0
Data,6/10/2022,11:50:44;772,5842,0,0,0
Data,6/10/2022,11:50:45;372,5843,0,0,0
Data,6/10/2022,11:50:45;972,5844,0,0,0
Data,6/10/2022,11:50:46;572,5845,0,0,0
Data,6/10/2022,11:50:47;172,5846,0,0,0
Data,6/10/2022,11:50:47;772,5847,0,0,0
Data,6/10/2022,11:50:48;372,5848,0,0,0
Data,6/10/2022,11:50:48;972,5849,0,0,0
Data,6/10/2022,11:50:49;572,5850,0,0,0
Data,6/10/2022,11:50:50;172,5851,0,0,0
Data,6/10/2022,11:50:50;772,5852,0,0,0
Data,6/10/2022,11:50:51;372,5853,0,0,0
Data,6/10/2022,11:50:51;972,5854,0,0,0
Data,6/10/2022,11:50:52;572,5855,0,1,0
Data,6/10/2022,11:50:53;172,5856,0,0,0
Data,6/10/2022,11:50:53;772,5857,0,0,0
Data,6/10/2022,11:50:54;372,5858,0,0,0
Data,6/10/2022,11:50:54;972,5859,0,0,0
Data,6/10/2022,11:50:55;572,5860,0,0,0
Data,6/10/2022,11:50:56;172,5861,0,0,0
Data,6/10/2022,11:50:56;772,5862,0,0,0
Data,6/10/2022,11:50:57;372,5863,0,0,0
Data,6/10/2022,11:50:57;972,5864,0,0,0
Data,6/10/2022,11:50:58;572,5865,0,0,0
Data,6/10/2022,11:50:59;172,5866,0,0,0
Data,6/10/2022,11:50:59;772,5867,0,0,0
Data,6/10/2022,11:51:00;372,5868,0,0,0
Data,6/10/2022,11:51:00;972,5869,0,0,0
Data,6/10/2022,11:51:01;572,5870,0,0,0
Data,6/10/2022,11:51:02;172,5871,0,0,0
Data,6/10/2022,11:51:02;772,5872,0,0,0
Data,6/10/2022,11:51:03;372,5873,0,0,0
Data,6/10/2022,11:51:03;972,5874,0,0,0
Data,6/10/2022,11:51:04;572,5875,0,0,0
Data,6/10/2022,11:51:05;172,5876,0,0,0
Data,6/10/2022,11:51:05;772,5877,0,0,0
Data,6/10/2022,11:51:06;372,5878,0,0,0
Data,6/10/2022,11:51:06;972,5879,0,0,0
Data,6/10/2022,11:51:07;572,5880,0,0,0
Data,6/10/2022,11:51:08;172,5881,0,0,0
Data,6/10/2022,11:51:08;772,5882,0,0,0
Data,6/10/2022,11:51:09;372,5883,0,0,0
Data,6/10/2022,11:51:09;972,5884,0,0,0
Data,6/10/2022,11:51:10;572,5885,0,0,0
Data,6/10/2022,11:51:11;172,5886,0,0,0
Data,6/10/2022,11:51:11;772,5887,0,0,0
Data,6/10/2022,11:51:12;372,5888,0,0,0
Data,6/10/2022,11:51:12;972,5889,0,0,0
Data,6/10/2022,11:51:13;572,5890,0,0,0
Data,6/10/2022,11:51:14;172,5891,0,0,0
Data,6/10/2022,11:51:14;772,5892,0,0,0
Data,6/10/2022,11:51:15;372,5893,0,0,0
Data,6/10/2022,11:51:15;972,5894,0,0,0
Data,6/10/2022,11:51:16;572,5895,0,0,0
Data,6/10/2022,11:51:17;172,5896,0,0,0
Data,6/10/2022,11:51:17;772,5897,0,0,0
Data,6/10/2022,11:51:18;372,5898,0,0,0
Data,6/10/2022,11:51:18;972,5899,0,0,0
Data,6/10/2022,11:51:19;572,5900,0,0,0
Data,6/10/2022,11:51:20;172,5901,0,0,0
Data,6/10/2022,11:51:20;772,5902,0,0,0
Data,6/10/2022,11:51:21;372,5903,0,0,0
Data,6/10/2022,11:51:21;972,5904,0,0,0
Data,6/10/2022,11:51:22;572,5905,0,0,0
Data,6/10/2022,11:51:23;172,5906,0,0,0
Data,6/10/2022,11:51:23;772,5907,0,0,0
Data,6/10/2022,11:51:24;372,5908,0,0,0
Data,6/10/2022,11:51:24;972,5909,0,0,0
Data,6/10/2022,11:51:25;572,5910,0,0,0
Data,6/10/2022,11:51:26;172,5911,0,0,0
Data,6/10/2022,11:51:26;772,5912,0,0,0
Data,6/10/2022,11:51:27;372,5913,0,0,0
Data,6/10/2022,11:51:27;972,5914,0,0,0
Data,6/10/2022,11:51:28;572,5915,0,0,0
Data,6/10/2022,11:51:29;172,5916,0,0,0
Data,6/10/2022,11:51:29;772,5917,0,0,0
Data,6/10/2022,11:51:30;372,5918,0,0,0
Data,6/10/2022,11:51:30;972,5919,0,0,0
Data,6/10/2022,11:51:31;572,5920,0,0,0
Data,6/10/2022,11:51:32;172,5921,0,0,0
Data,6/10/2022,11:51:32;772,5922,0,0,0
Data,6/10/2022,11:51:33;372,5923,0,0,0
Data,6/10/2022,11:51:33;972,5924,0,0,0
Data,6/10/2022,11:51:34;572,5925,0,0,0
Data,6/10/2022,11:51:35;172,5926,0,0,0
Data,6/10/2022,11:51:35;772,5927,0,0,0
Data,6/10/2022,11:51:36;372,5928,0,0,0
Data,6/10/2022,11:51:36;972,5929,0,0,0
Data,6/10/2022,11:51:37;572,5930,0,0,0
Data,6/10/2022,11:51:38;172,5931,0,0,0
Data,6/10/2022,11:51:38;772,5932,0,0,0
Data,6/10/2022,11:51:39;372,5933,0,0,0
Data,6/10/2022,11:51:39;972,5934,0,1,0
Data,6/10/2022,11:51:40;572,5935,0,0,0
Data,6/10/2022,11:51:41;172,5936,0,0,0
Data,6/10/2022,11:51:41;772,5937,0,0,0
Data,6/10/2022,11:51:42;372,5938,0,0,0
Data,6/10/2022,11:51:42;972,5939,0,1,0
Data,6/10/2022,11:51:43;572,5940,0,0,0
Data,6/10/2022,11:51:44;172,5941,0,0,0
Data,6/10/2022,11:51:44;772,5942,0,1,0
Data,6/10/2022,11:51:45;372,5943,0,0,0
Data,6/10/2022,11:51:45;972,5944,0,0,0
Data,6/10/2022,11:51:46;572,5945,0,0,0
Data,6/10/2022,11:51:47;172,5946,0,0,0
Data,6/10/2022,11:51:47;772,5947,0,0,0
Data,6/10/2022,11:51:48;372,5948,0,0,0
Data,6/10/2022,11:51:48;972,5949,1,0,0
Data,6/10/2022,11:51:49;572,5950,0,0,0
Data,6/10/2022,11:51:50;172,5951,0,0,0
Data,6/10/2022,11:51:50;772,5952,0,1,0
Data,6/10/2022,11:51:51;372,5953,0,0,0
Data,6/10/2022,11:51:51;972,5954,0,0,0
Data,6/10/2022,11:51:52;572,5955,0,0,0
Data,6/10/2022,11:51:53;172,5956,0,0,0
Data,6/10/2022,11:51:53;772,5957,0,0,0
Data,6/10/2022,11:51:54;372,5958,0,0,0
Data,6/10/2022,11:51:54;972,5959,0,0,0
Data,6/10/2022,11:51:55;572,5960,0,0,0
Data,6/10/2022,11:51:56;172,5961,0,0,0
Data,6/10/2022,11:51:56;772,5962,0,0,0
Data,6/10/2022,11:51:57;372,5963,0,0,0
Data,6/10/2022,11:51:57;972,5964,0,1,0
Data,6/10/2022,11:51:58;572,5965,0,0,0
Data,6/10/2022,11:51:59;172,5966,0,0,0
Data,6/10/2022,11:51:59;772,5967,0,0,0
Data,6/10/2022,11:52:00;372,5968,0,0,0
Data,6/10/2022,11:52:00;972,5969,1,0,0
Data,6/10/2022,11:52:01;572,5970,0,0,0
Data,6/10/2022,11:52:02;172,5971,0,1,0
Data,6/10/2022,11:52:02;772,5972,0,0,0
Data,6/10/2022,11:52:03;372,5973,0,0,0
Data,6/10/2022,11:52:03;972,5974,0,0,0
Data,6/10/2022,11:52:04;572,5975,0,0,0
Data,6/10/2022,11:52:05;172,5976,0,0,0
Data,6/10/2022,11:52:05;772,5977,0,0,0
Data,6/10/2022,11:52:06;372,5978,0,0,0
Data,6/10/2022,11:52:06;972,5979,0,0,0
Data,6/10/2022,11:52:07;572,5980,0,0,0
Data,6/10/2022,11:52:08;172,5981,0,0,0
Data,6/10/2022,11:52:08;772,5982,0,0,0
Data,6/10/2022,11:52:09;372,5983,0,0,0
Data,6/10/2022,11:52:09;972,5984,0,0,0
Data,6/10/2022,11:52:10;572,5985,0,0,0
Data,6/10/2022,11:52:11;172,5986,0,0,0
Data,6/10/2022,11:52:11;772,5987,0,1,0
Data,6/10/2022,11:52:12;372,5988,0,0,0
Data,6/10/2022,11:52:12;972,5989,0,0,0
Data,6/10/2022,11:52:13;572,5990,0,0,0
Data,6/10/2022,11:52:14;172,5991,0,0,0
Data,6/10/2022,11:52:14;772,5992,0,0,0
Data,6/10/2022,11:52:15;372,5993,0,0,0
Data,6/10/2022,11:52:15;972,5994,0,0,0
Data,6/10/2022,11:52:16;572,5995,0,0,0
Data,6/10/2022,11:52:17;172,5996,0,0,0
Data,6/10/2022,11:52:17;772,5997,0,0,0
Data,6/10/2022,11:52:18;372,5998,0,0,0
Data,6/10/2022,11:52:18;972,5999,0,0,0
Data,6/10/2022,11:52:19;572,6000,0,0,0
Data,6/10/2022,11:52:20;172,6001,0,0,0
Data,6/10/2022,11:52:20;772,6002,0,0,0
Data,6/10/2022,11:52:21;372,6003,0,0,0
Data,6/10/2022,11:52:21;972,6004,0,0,0
Data,6/10/2022,11:52:22;572,6005,0,0,0
Data,6/10/2022,11:52:23;172,6006,0,0,0
Data,6/10/2022,11:52:23;772,6007,0,0,0
Data,6/10/2022,11:52:24;372,6008,0,0,0
Data,6/10/2022,11:52:24;972,6009,0,0,0
Data,6/10/2022,11:52:25;572,6010,0,0,0
Data,6/10/2022,11:52:26;172,6011,0,0,0
Data,6/10/2022,11:52:26;772,6012,0,0,0
Data,6/10/2022,11:52:27;372,6013,0,0,0
Data,6/10/2022,11:52:27;972,6014,0,0,0
Data,6/10/2022,11:52:28;572,6015,0,0,0
Data,6/10/2022,11:52:29;172,6016,0,0,0
Data,6/10/2022,11:52:29;772,6017,0,1,0
Data,6/10/2022,11:52:30;372,6018,0,0,0
Data,6/10/2022,11:52:30;972,6019,0,0,0
Data,6/10/2022,11:52:31;572,6020,0,0,0
Data,6/10/2022,11:52:32;172,6021,0,0,0
Data,6/10/2022,11:52:32;772,6022,0,0,0
Data,6/10/2022,11:52:33;372,6023,0,0,0
Data,6/10/2022,11:52:33;972,6024,0,0,0
Data,6/10/2022,11:52:34;572,6025,0,0,0
Data,6/10/2022,11:52:35;172,6026,0,1,0
Data,6/10/2022,11:52:35;772,6027,0,0,0
Data,6/10/2022,11:52:36;372,6028,0,0,0
Data,6/10/2022,11:52:36;972,6029,0,0,0
Data,6/10/2022,11:52:37;572,6030,0,0,0
Data,6/10/2022,11:52:38;172,6031,0,0,0
Data,6/10/2022,11:52:38;772,6032,0,0,0
Data,6/10/2022,11:52:39;372,6033,0,0,0
Data,6/10/2022,11:52:39;972,6034,0,0,0
Data,6/10/2022,11:52:40;572,6035,0,0,0
Data,6/10/2022,11:52:41;172,6036,0,0,0
Data,6/10/2022,11:52:41;772,6037,0,0,0
Data,6/10/2022,11:52:42;372,6038,0,0,0
Data,6/10/2022,11:52:42;972,6039,0,0,0
Data,6/10/2022,11:52:43;572,6040,0,0,0
Data,6/10/2022,11:52:44;172,6041,0,0,0
Data,6/10/2022,11:52:44;772,6042,0,0,0
Data,6/10/2022,11:52:45;372,6043,0,0,0
Data,6/10/2022,11:52:45;972,6044,0,0,0
Data,6/10/2022,11:52:46;572,6045,0,0,0
Data,6/10/2022,11:52:47;172,6046,0,0,0
Data,6/10/2022,11:52:47;772,6047,0,0,0
Data,6/10/2022,11:52:48;372,6048,0,0,0
Data,6/10/2022,11:52:48;972,6049,0,0,0
Data,6/10/2022,11:52:49;572,6050,0,0,0
Data,6/10/2022,11:52:50;172,6051,0,0,0
Data,6/10/2022,11:52:50;772,6052,0,0,0
Data,6/10/2022,11:52:51;372,6053,0,0,0
Data,6/10/2022,11:52:51;972,6054,0,0,0
Data,6/10/2022,11:52:52;572,6055,0,0,0
Data,6/10/2022,11:52:53;172,6056,0,0,0
Data,6/10/2022,11:52:53;772,6057,0,0,0
Data,6/10/2022,11:52:54;372,6058,0,0,0
Data,6/10/2022,11:52:54;972,6059,0,1,0
Data,6/10/2022,11:52:55;572,6060,0,0,0
Data,6/10/2022,11:52:56;172,6061,0,0,0
Data,6/10/2022,11:52:56;772,6062,0,0,0
Data,6/10/2022,11:52:57;372,6063,0,0,0
Data,6/10/2022,11:52:57;972,6064,0,0,0
Data,6/10/2022,11:52:58;572,6065,0,0,0
Data,6/10/2022,11:52:59;172,6066,0,0,0
Data,6/10/2022,11:52:59;772,6067,0,0,0
Data,6/10/2022,11:53:00;372,6068,0,0,0
Data,6/10/2022,11:53:00;972,6069,0,0,0
Data,6/10/2022,11:53:01;572,6070,0,0,0
Data,6/10/2022,11:53:02;172,6071,0,0,0
Data,6/10/2022,11:53:02;772,6072,0,0,0
Data,6/10/2022,11:53:03;372,6073,0,0,0
Data,6/10/2022,11:53:03;972,6074,0,0,0
Data,6/10/2022,11:53:04;572,6075,0,0,0
Data,6/10/2022,11:53:05;172,6076,0,0,0
Data,6/10/2022,11:53:05;772,6077,0,0,0
Data,6/10/2022,11:53:06;372,6078,0,0,0
Data,6/10/2022,11:53:06;972,6079,0,0,0
Data,6/10/2022,11:53:07;572,6080,0,0,0
Data,6/10/2022,11:53:08;172,6081,0,0,0
Data,6/10/2022,11:53:08;772,6082,0,0,0
Data,6/10/2022,11:53:09;372,6083,0,0,0
Data,6/10/2022,11:53:09;972,6084,0,0,0
Data,6/10/2022,11:53:10;572,6085,0,0,0
Data,6/10/2022,11:53:11;172,6086,0,0,0
Data,6/10/2022,11:53:11;772,6087,0,0,0
Data,6/10/2022,11:53:12;372,6088,0,0,0
Data,6/10/2022,11:53:12;972,6089,0,0,0
Data,6/10/2022,11:53:13;572,6090,0,0,0
Data,6/10/2022,11:53:14;172,6091,0,0,0
Data,6/10/2022,11:53:14;772,6092,0,0,0
Data,6/10/2022,11:53:15;372,6093,0,0,0
Data,6/10/2022,11:53:15;972,6094,0,0,0
Data,6/10/2022,11:53:16;572,6095,0,0,0
Data,6/10/2022,11:53:17;172,6096,0,0,0
Data,6/10/2022,11:53:17;772,6097,0,0,0
Data,6/10/2022,11:53:18;372,6098,0,0,0
Data,6/10/2022,11:53:18;972,6099,0,0,0
Data,6/10/2022,11:53:19;572,6100,0,0,0
Data,6/10/2022,11:53:20;172,6101,0,0,0
Data,6/10/2022,11:53:20;772,6102,0,0,0
Data,6/10/2022,11:53:21;372,6103,0,0,0
Data,6/10/2022,11:53:21;972,6104,0,0,0
Data,6/10/2022,11:53:22;572,6105,0,0,0
Data,6/10/2022,11:53:23;172,6106,0,0,0
Data,6/10/2022,11:53:23;772,6107,0,0,0
Data,6/10/2022,11:53:24;372,6108,0,0,0
Data,6/10/2022,11:53:24;972,6109,0,0,0
Data,6/10/2022,11:53:25;572,6110,0,0,0
Data,6/10/2022,11:53:26;172,6111,0,0,0
Data,6/10/2022,11:53:26;772,6112,0,0,0
Data,6/10/2022,11:53:27;372,6113,0,0,0
Data,6/10/2022,11:53:27;972,6114,0,0,0
Data,6/10/2022,11:53:28;572,6115,0,0,0
Data,6/10/2022,11:53:29;172,6116,0,0,0
Data,6/10/2022,11:53:29;772,6117,0,0,0
Data,6/10/2022,11:53:30;372,6118,0,0,0
Data,6/10/2022,11:53:30;972,6119,0,0,0
Data,6/10/2022,11:53:31;572,6120,0,0,0
Data,6/10/2022,11:53:32;172,6121,0,0,0
Data,6/10/2022,11:53:32;772,6122,0,0,0
Data,6/10/2022,11:53:33;372,6123,0,0,0
Data,6/10/2022,11:53:33;972,6124,0,1,0
Data,6/10/2022,11:53:34;572,6125,0,0,0
Data,6/10/2022,11:53:35;172,6126,0,0,0
Data,6/10/2022,11:53:35;772,6127,0,0,0
Data,6/10/2022,11:53:36;372,6128,0,0,0
Data,6/10/2022,11:53:36;972,6129,0,0,0
Data,6/10/2022,11:53:37;572,6130,0,0,0
Data,6/10/2022,11:53:38;172,6131,0,0,0
Data,6/10/2022,11:53:38;772,6132,0,1,0
Data,6/10/2022,11:53:39;372,6133,0,0,0
Data,6/10/2022,11:53:39;972,6134,0,0,0
Data,6/10/2022,11:53:40;572,6135,0,0,0
Data,6/10/2022,11:53:41;172,6136,0,0,0
Data,6/10/2022,11:53:41;772,6137,0,0,0
Data,6/10/2022,11:53:42;372,6138,0,0,0
Data,6/10/2022,11:53:42;972,6139,0,0,0
Data,6/10/2022,11:53:43;572,6140,0,0,0
Data,6/10/2022,11:53:44;172,6141,0,0,0
Data,6/10/2022,11:53:44;772,6142,0,0,0
Data,6/10/2022,11:53:45;372,6143,0,0,0
Data,6/10/2022,11:53:45;972,6144,0,0,0
Data,6/10/2022,11:53:46;572,6145,0,0,0
Data,6/10/2022,11:53:47;172,6146,0,0,0
Data,6/10/2022,11:53:47;772,6147,0,1,0
Data,6/10/2022,11:53:48;372,6148,0,0,0
Data,6/10/2022,11:53:48;972,6149,0,0,0
Data,6/10/2022,11:53:49;572,6150,0,0,0
Data,6/10/2022,11:53:50;172,6151,0,0,0
Data,6/10/2022,11:53:50;772,6152,0,0,0
Data,6/10/2022,11:53:51;372,6153,0,0,0
Data,6/10/2022,11:53:51;972,6154,0,0,0
Data,6/10/2022,11:53:52;572,6155,0,1,0
Data,6/10/2022,11:53:53;172,6156,0,0,0
Data,6/10/2022,11:53:53;772,6157,0,0,0
Data,6/10/2022,11:53:54;372,6158,0,0,0
Data,6/10/2022,11:53:54;972,6159,0,0,0
Data,6/10/2022,11:53:55;572,6160,0,0,0
Data,6/10/2022,11:53:56;172,6161,0,0,0
Data,6/10/2022,11:53:56;772,6162,1,0,0
Data,6/10/2022,11:53:57;372,6163,0,0,0
Data,6/10/2022,11:53:57;972,6164,0,0,0
Data,6/10/2022,11:53:58;572,6165,0,0,0
Data,6/10/2022,11:53:59;172,6166,0,0,0
Data,6/10/2022,11:53:59;772,6167,0,0,0
Data,6/10/2022,11:54:00;372,6168,0,0,0
Data,6/10/2022,11:54:00;972,6169,0,0,0
Data,6/10/2022,11:54:01;572,6170,0,0,0
Data,6/10/2022,11:54:02;172,6171,0,0,0
Data,6/10/2022,11:54:02;772,6172,1,0,0
Data,6/10/2022,11:54:03;372,6173,0,0,0
Data,6/10/2022,11:54:03;972,6174,0,0,0
Data,6/10/2022,11:54:04;572,6175,0,0,0
Data,6/10/2022,11:54:05;172,6176,0,0,0
Data,6/10/2022,11:54:05;772,6177,0,0,0
Data,6/10/2022,11:54:06;372,6178,0,0,0
Data,6/10/2022,11:54:06;972,6179,0,0,0
Data,6/10/2022,11:54:07;572,6180,0,0,0
Data,6/10/2022,11:54:08;172,6181,0,0,0
Data,6/10/2022,11:54:08;772,6182,0,0,0
Data,6/10/2022,11:54:09;372,6183,0,0,0
Data,6/10/2022,11:54:09;972,6184,0,0,0
Data,6/10/2022,11:54:10;572,6185,0,0,0
Data,6/10/2022,11:54:11;172,6186,0,0,0
Data,6/10/2022,11:54:11;772,6187,0,0,0
Data,6/10/2022,11:54:12;372,6188,0,0,0
Data,6/10/2022,11:54:12;972,6189,0,0,0
Data,6/10/2022,11:54:13;572,6190,0,0,0
Data,6/10/2022,11:54:14;172,6191,0,0,0
Data,6/10/2022,11:54:14;772,6192,0,0,0
Data,6/10/2022,11:54:15;372,6193,0,0,0
Data,6/10/2022,11:54:15;972,6194,0,0,0
Data,6/10/2022,11:54:16;572,6195,0,0,0
Data,6/10/2022,11:54:17;172,6196,0,0,0
Data,6/10/2022,11:54:17;772,6197,0,0,0
Data,6/10/2022,11:54:18;372,6198,0,0,0
Data,6/10/2022,11:54:18;972,6199,0,0,0
Data,6/10/2022,11:54:19;572,6200,0,0,0
Data,6/10/2022,11:54:20;172,6201,0,0,0
Data,6/10/2022,11:54:20;772,6202,0,0,0
Data,6/10/2022,11:54:21;372,6203,0,0,0
Data,6/10/2022,11:54:21;972,6204,0,0,0
Data,6/10/2022,11:54:22;572,6205,0,0,0
Data,6/10/2022,11:54:23;172,6206,0,0,0
Data,6/10/2022,11:54:23;772,6207,0,0,0
Data,6/10/2022,11:54:24;372,6208,0,0,0
Data,6/10/2022,11:54:24;972,6209,0,0,0
Data,6/10/2022,11:54:25;572,6210,0,0,0
Data,6/10/2022,11:54:26;172,6211,0,0,0
Data,6/10/2022,11:54:26;772,6212,0,0,0
Data,6/10/2022,11:54:27;372,6213,0,0,0
Data,6/10/2022,11:54:27;972,6214,0,0,0
Data,6/10/2022,11:54:28;572,6215,0,0,0
Data,6/10/2022,11:54:29;172,6216,0,0,0
Data,6/10/2022,11:54:29;772,6217,0,0,0
Data,6/10/2022,11:54:30;372,6218,0,1,0
Data,6/10/2022,11:54:30;972,6219,0,0,0
Data,6/10/2022,11:54:31;572,6220,0,0,0
Data,6/10/2022,11:54:32;172,6221,0,0,0
Data,6/10/2022,11:54:32;772,6222,0,1,0
Data,6/10/2022,11:54:33;372,6223,0,0,0
Data,6/10/2022,11:54:33;972,6224,0,0,0
Data,6/10/2022,11:54:34;572,6225,0,0,0
Data,6/10/2022,11:54:35;172,6226,0,0,0
Data,6/10/2022,11:54:35;772,6227,0,0,0
Data,6/10/2022,11:54:36;372,6228,0,0,0
Data,6/10/2022,11:54:36;972,6229,0,0,0
Data,6/10/2022,11:54:37;572,6230,0,0,0
Data,6/10/2022,11:54:38;172,6231,0,0,0
Data,6/10/2022,11:54:38;772,6232,0,0,0
Data,6/10/2022,11:54:39;372,6233,0,0,0
Data,6/10/2022,11:54:39;972,6234,0,0,0
Data,6/10/2022,11:54:40;572,6235,0,0,0
Data,6/10/2022,11:54:41;172,6236,0,0,0
Data,6/10/2022,11:54:41;772,6237,0,0,0
Data,6/10/2022,11:54:42;372,6238,0,0,0
Data,6/10/2022,11:54:42;972,6239,0,0,0
